date,station,station_type,latitude,longitude,pm25_daily_mean,temperature_f,relative_humidity
2022-01-11,Buffalo-Downtown,urban,42.88,-78.88,7.3,8.7,76.5
2022-01-12,Buffalo-Downtown,urban,42.88,-78.88,22.0,10.4,75.4
2022-01-13,Buffalo-Downtown,urban,42.88,-78.88,10.7,13.9,72.0
2022-01-14,Buffalo-Downtown,urban,42.88,-78.88,13.6,12.3,65.1
2022-01-15,Buffalo-Downtown,urban,42.88,-78.88,6.6,2.2,63.0
2022-01-16,Buffalo-Downtown,urban,42.88,-78.88,9.6,8.4,36.7
2022-01-17,Buffalo-Downtown,urban,42.88,-78.88,11.6,12.8,21.3
2022-01-18,Buffalo-Downtown,urban,42.88,-78.88,6.8,17.7,73.3
2022-01-19,Buffalo-Downtown,urban,42.88,-78.88,5.6,3.1,84.8
2022-01-20,Buffalo-Downtown,urban,42.88,-78.88,11.2,10.5,84.5
2022-01-21,Buffalo-Downtown,urban,42.88,-78.88,17.4,17.7,74.2
2022-01-22,Buffalo-Downtown,urban,42.88,-78.88,8.4,16.3,78.0
2022-01-23,Buffalo-Downtown,urban,42.88,-78.88,8.5,18.8,100.0
2022-01-24,Buffalo-Downtown,urban,42.88,-78.88,14.7,23.1,80.1
2022-01-25,Buffalo-Downtown,urban,42.88,-78.88,9.5,18.8,43.6
2022-01-26,Buffalo-Downtown,urban,42.88,-78.88,15.6,18.9,50.6
2022-01-27,Buffalo-Downtown,urban,42.88,-78.88,16.6,22.3,50.3
2022-01-28,Buffalo-Downtown,urban,42.88,-78.88,8.3,12.3,68.9
2022-01-29,Buffalo-Downtown,urban,42.88,-78.88,10.6,19.8,84.7
2022-01-30,Buffalo-Downtown,urban,42.88,-78.88,9.7,22.6,71.1
2022-01-31,Buffalo-Downtown,urban,42.88,-78.88,7.6,12.1,73.9
2022-02-01,Buffalo-Downtown,urban,42.88,-78.88,7.3,22.4,75.5
2022-02-02,Buffalo-Downtown,urban,42.88,-78.88,26.2,24.6,100.0
2022-02-03,Buffalo-Downtown,urban,42.88,-78.88,10.1,31.1,54.7
2022-02-04,Buffalo-Downtown,urban,42.88,-78.88,10.7,20.0,78.8
2022-02-05,Buffalo-Downtown,urban,42.88,-78.88,14.2,17.2,59.4
2022-02-06,Buffalo-Downtown,urban,42.88,-78.88,6.4,30.8,59.9
2022-02-07,Buffalo-Downtown,urban,42.88,-78.88,9.4,24.1,49.5
2022-02-08,Buffalo-Downtown,urban,42.88,-78.88,10.3,16.4,83.4
2022-02-09,Buffalo-Downtown,urban,42.88,-78.88,,27.0,72.8
2022-02-10,Buffalo-Downtown,urban,42.88,-78.88,13.0,17.9,60.3
2022-02-11,Buffalo-Downtown,urban,42.88,-78.88,12.3,15.1,75.1
2022-02-12,Buffalo-Downtown,urban,42.88,-78.88,21.2,19.0,97.3
2022-02-13,Buffalo-Downtown,urban,42.88,-78.88,8.8,15.1,61.9
2022-02-14,Buffalo-Downtown,urban,42.88,-78.88,12.1,22.9,50.7
2022-02-15,Buffalo-Downtown,urban,42.88,-78.88,13.9,28.4,56.7
2022-02-16,Buffalo-Downtown,urban,42.88,-78.88,14.4,21.2,56.2
2022-02-17,Buffalo-Downtown,urban,42.88,-78.88,10.7,10.1,49.8
2022-02-18,Buffalo-Downtown,urban,42.88,-78.88,16.3,31.3,63.8
2022-02-19,Buffalo-Downtown,urban,42.88,-78.88,14.0,18.2,44.9
2022-02-20,Buffalo-Downtown,urban,42.88,-78.88,10.0,40.3,92.3
2022-02-21,Buffalo-Downtown,urban,42.88,-78.88,15.3,23.9,52.5
2022-02-22,Buffalo-Downtown,urban,42.88,-78.88,,24.5,26.7
2022-02-23,Buffalo-Downtown,urban,42.88,-78.88,15.0,33.7,51.2
2022-02-24,Buffalo-Downtown,urban,42.88,-78.88,5.1,26.6,78.5
2022-02-25,Buffalo-Downtown,urban,42.88,-78.88,10.7,17.0,70.4
2022-02-26,Buffalo-Downtown,urban,42.88,-78.88,21.3,23.1,67.4
2022-02-27,Buffalo-Downtown,urban,42.88,-78.88,16.2,29.9,81.3
2022-02-28,Buffalo-Downtown,urban,42.88,-78.88,17.5,29.8,45.2
2022-03-01,Buffalo-Downtown,urban,42.88,-78.88,6.8,30.8,61.7
2022-03-02,Buffalo-Downtown,urban,42.88,-78.88,20.3,28.1,73.7
2022-03-03,Buffalo-Downtown,urban,42.88,-78.88,12.0,24.2,86.7
2022-03-04,Buffalo-Downtown,urban,42.88,-78.88,19.7,30.0,66.7
2022-03-05,Buffalo-Downtown,urban,42.88,-78.88,24.1,36.1,82.2
2022-03-06,Buffalo-Downtown,urban,42.88,-78.88,8.7,41.6,83.2
2022-03-07,Buffalo-Downtown,urban,42.88,-78.88,26.7,22.8,92.0
2022-03-08,Buffalo-Downtown,urban,42.88,-78.88,12.9,30.1,69.7
2022-03-09,Buffalo-Downtown,urban,42.88,-78.88,16.3,34.1,62.1
2022-03-10,Buffalo-Downtown,urban,42.88,-78.88,,41.4,48.0
2022-03-11,Buffalo-Downtown,urban,42.88,-78.88,12.9,36.9,90.6
2022-03-12,Buffalo-Downtown,urban,42.88,-78.88,22.6,34.0,47.4
2022-03-13,Buffalo-Downtown,urban,42.88,-78.88,13.4,19.6,46.5
2022-03-14,Buffalo-Downtown,urban,42.88,-78.88,18.1,34.3,65.5
2022-03-15,Buffalo-Downtown,urban,42.88,-78.88,12.5,42.7,81.5
2022-03-16,Buffalo-Downtown,urban,42.88,-78.88,26.7,36.2,59.4
2022-03-17,Buffalo-Downtown,urban,42.88,-78.88,17.6,41.2,49.7
2022-03-18,Buffalo-Downtown,urban,42.88,-78.88,16.1,36.9,79.9
2022-03-19,Buffalo-Downtown,urban,42.88,-78.88,14.7,44.6,50.1
2022-03-20,Buffalo-Downtown,urban,42.88,-78.88,24.5,37.9,72.3
2022-03-21,Buffalo-Downtown,urban,42.88,-78.88,19.0,44.5,56.0
2022-03-22,Buffalo-Downtown,urban,42.88,-78.88,19.4,47.9,80.3
2022-03-23,Buffalo-Downtown,urban,42.88,-78.88,15.2,46.3,71.7
2022-03-24,Buffalo-Downtown,urban,42.88,-78.88,16.4,39.2,73.3
2022-03-25,Buffalo-Downtown,urban,42.88,-78.88,19.7,30.9,41.2
2022-03-26,Buffalo-Downtown,urban,42.88,-78.88,24.8,45.5,74.1
2022-03-27,Buffalo-Downtown,urban,42.88,-78.88,10.1,44.9,81.3
2022-03-28,Buffalo-Downtown,urban,42.88,-78.88,12.9,31.3,73.9
2022-03-29,Buffalo-Downtown,urban,42.88,-78.88,16.2,39.9,45.1
2022-03-30,Buffalo-Downtown,urban,42.88,-78.88,,39.1,90.3
2022-03-31,Buffalo-Downtown,urban,42.88,-78.88,,38.4,68.5
2022-04-01,Buffalo-Downtown,urban,42.88,-78.88,13.3,41.1,47.6
2022-04-02,Buffalo-Downtown,urban,42.88,-78.88,13.6,35.9,66.9
2022-04-03,Buffalo-Downtown,urban,42.88,-78.88,20.0,49.7,73.6
2022-04-04,Buffalo-Downtown,urban,42.88,-78.88,24.4,46.6,67.7
2022-04-05,Buffalo-Downtown,urban,42.88,-78.88,15.8,31.4,85.0
2022-04-06,Buffalo-Downtown,urban,42.88,-78.88,11.8,45.8,76.1
2022-04-07,Buffalo-Downtown,urban,42.88,-78.88,14.4,44.9,51.0
2022-04-08,Buffalo-Downtown,urban,42.88,-78.88,23.1,47.6,78.8
2022-04-09,Buffalo-Downtown,urban,42.88,-78.88,22.0,44.8,82.9
2022-04-10,Buffalo-Downtown,urban,42.88,-78.88,20.9,51.4,64.4
2022-04-11,Buffalo-Downtown,urban,42.88,-78.88,18.2,51.2,53.2
2022-04-12,Buffalo-Downtown,urban,42.88,-78.88,9.3,46.3,51.2
2022-04-13,Buffalo-Downtown,urban,42.88,-78.88,25.5,44.1,54.1
2022-04-14,Buffalo-Downtown,urban,42.88,-78.88,12.1,55.8,82.3
2022-04-15,Buffalo-Downtown,urban,42.88,-78.88,14.9,50.1,89.9
2022-04-16,Buffalo-Downtown,urban,42.88,-78.88,19.5,62.8,75.3
2022-04-17,Buffalo-Downtown,urban,42.88,-78.88,17.2,49.0,86.8
2022-04-18,Buffalo-Downtown,urban,42.88,-78.88,11.3,63.4,63.5
2022-04-19,Buffalo-Downtown,urban,42.88,-78.88,17.7,45.7,52.2
2022-04-20,Buffalo-Downtown,urban,42.88,-78.88,23.4,52.3,61.4
2022-04-21,Buffalo-Downtown,urban,42.88,-78.88,21.9,46.6,67.0
2022-04-22,Buffalo-Downtown,urban,42.88,-78.88,11.8,55.8,57.5
2022-04-23,Buffalo-Downtown,urban,42.88,-78.88,13.4,50.2,53.6
2022-04-24,Buffalo-Downtown,urban,42.88,-78.88,23.0,55.9,75.5
2022-04-25,Buffalo-Downtown,urban,42.88,-78.88,17.2,51.6,60.8
2022-04-26,Buffalo-Downtown,urban,42.88,-78.88,10.6,50.9,71.5
2022-04-27,Buffalo-Downtown,urban,42.88,-78.88,,51.4,67.5
2022-04-28,Buffalo-Downtown,urban,42.88,-78.88,23.5,44.3,52.7
2022-04-29,Buffalo-Downtown,urban,42.88,-78.88,18.7,53.6,48.0
2022-04-30,Buffalo-Downtown,urban,42.88,-78.88,19.3,58.1,97.5
2022-05-01,Buffalo-Downtown,urban,42.88,-78.88,22.5,56.0,42.9
2022-05-02,Buffalo-Downtown,urban,42.88,-78.88,15.3,55.7,55.8
2022-05-03,Buffalo-Downtown,urban,42.88,-78.88,11.9,52.4,47.3
2022-05-04,Buffalo-Downtown,urban,42.88,-78.88,18.0,45.6,65.2
2022-05-05,Buffalo-Downtown,urban,42.88,-78.88,13.2,63.5,77.6
2022-05-06,Buffalo-Downtown,urban,42.88,-78.88,8.0,60.1,88.7
2022-05-07,Buffalo-Downtown,urban,42.88,-78.88,19.8,58.3,67.6
2022-05-08,Buffalo-Downtown,urban,42.88,-78.88,13.1,52.0,84.9
2022-05-09,Buffalo-Downtown,urban,42.88,-78.88,15.9,63.3,79.2
2022-05-10,Buffalo-Downtown,urban,42.88,-78.88,14.9,71.7,79.4
2022-05-11,Buffalo-Downtown,urban,42.88,-78.88,17.1,64.9,85.2
2022-05-12,Buffalo-Downtown,urban,42.88,-78.88,13.3,57.4,72.7
2022-05-13,Buffalo-Downtown,urban,42.88,-78.88,17.9,56.6,42.7
2022-05-14,Buffalo-Downtown,urban,42.88,-78.88,11.1,64.0,65.6
2022-05-15,Buffalo-Downtown,urban,42.88,-78.88,24.5,53.5,72.8
2022-05-16,Buffalo-Downtown,urban,42.88,-78.88,16.7,62.5,66.7
2022-05-17,Buffalo-Downtown,urban,42.88,-78.88,12.9,64.1,89.7
2022-05-18,Buffalo-Downtown,urban,42.88,-78.88,22.0,54.9,43.3
2022-05-19,Buffalo-Downtown,urban,42.88,-78.88,25.8,54.1,87.4
2022-05-20,Buffalo-Downtown,urban,42.88,-78.88,15.8,68.9,50.6
2022-05-21,Buffalo-Downtown,urban,42.88,-78.88,15.3,56.1,68.1
2022-05-22,Buffalo-Downtown,urban,42.88,-78.88,11.3,61.2,55.4
2022-05-23,Buffalo-Downtown,urban,42.88,-78.88,18.3,62.9,50.2
2022-05-24,Buffalo-Downtown,urban,42.88,-78.88,18.8,63.3,52.4
2022-05-25,Buffalo-Downtown,urban,42.88,-78.88,8.6,54.4,67.4
2022-05-26,Buffalo-Downtown,urban,42.88,-78.88,22.0,54.1,85.8
2022-05-27,Buffalo-Downtown,urban,42.88,-78.88,9.3,78.2,56.4
2022-05-28,Buffalo-Downtown,urban,42.88,-78.88,12.6,66.0,47.2
2022-05-29,Buffalo-Downtown,urban,42.88,-78.88,12.7,74.8,55.7
2022-05-30,Buffalo-Downtown,urban,42.88,-78.88,28.2,60.9,66.2
2022-05-31,Buffalo-Downtown,urban,42.88,-78.88,15.2,73.1,53.9
2022-06-01,Buffalo-Downtown,urban,42.88,-78.88,28.3,63.7,34.9
2022-06-02,Buffalo-Downtown,urban,42.88,-78.88,,63.1,95.7
2022-06-03,Buffalo-Downtown,urban,42.88,-78.88,18.8,74.1,50.4
2022-06-04,Buffalo-Downtown,urban,42.88,-78.88,23.7,61.4,100.0
2022-06-05,Buffalo-Downtown,urban,42.88,-78.88,17.3,73.8,62.0
2022-06-06,Buffalo-Downtown,urban,42.88,-78.88,6.9,79.8,68.2
2022-06-07,Buffalo-Downtown,urban,42.88,-78.88,12.3,62.2,69.7
2022-06-08,Buffalo-Downtown,urban,42.88,-78.88,22.7,72.2,66.5
2022-06-09,Buffalo-Downtown,urban,42.88,-78.88,35.0,62.9,72.5
2022-06-10,Buffalo-Downtown,urban,42.88,-78.88,14.6,62.8,82.6
2022-06-11,Buffalo-Downtown,urban,42.88,-78.88,12.3,71.2,52.3
2022-06-12,Buffalo-Downtown,urban,42.88,-78.88,14.4,64.1,83.0
2022-06-13,Buffalo-Downtown,urban,42.88,-78.88,13.8,62.2,46.5
2022-06-14,Buffalo-Downtown,urban,42.88,-78.88,23.9,59.2,59.7
2022-06-15,Buffalo-Downtown,urban,42.88,-78.88,19.2,70.7,45.5
2022-06-16,Buffalo-Downtown,urban,42.88,-78.88,22.6,67.9,45.7
2022-06-17,Buffalo-Downtown,urban,42.88,-78.88,14.3,71.4,64.7
2022-06-18,Buffalo-Downtown,urban,42.88,-78.88,15.7,71.2,78.1
2022-06-19,Buffalo-Downtown,urban,42.88,-78.88,23.8,75.8,63.9
2022-06-20,Buffalo-Downtown,urban,42.88,-78.88,7.8,66.6,64.4
2022-06-21,Buffalo-Downtown,urban,42.88,-78.88,25.3,61.5,83.8
2022-06-22,Buffalo-Downtown,urban,42.88,-78.88,20.5,75.5,72.2
2022-06-23,Buffalo-Downtown,urban,42.88,-78.88,20.6,67.2,74.1
2022-06-24,Buffalo-Downtown,urban,42.88,-78.88,24.5,67.1,65.5
2022-06-25,Buffalo-Downtown,urban,42.88,-78.88,10.1,64.7,72.3
2022-06-26,Buffalo-Downtown,urban,42.88,-78.88,13.5,70.5,32.6
2022-06-27,Buffalo-Downtown,urban,42.88,-78.88,13.1,50.2,84.1
2022-06-28,Buffalo-Downtown,urban,42.88,-78.88,21.8,62.6,80.0
2022-06-29,Buffalo-Downtown,urban,42.88,-78.88,14.0,58.3,47.8
2022-06-30,Buffalo-Downtown,urban,42.88,-78.88,20.1,72.9,68.2
2022-07-01,Buffalo-Downtown,urban,42.88,-78.88,14.3,66.8,62.2
2022-07-02,Buffalo-Downtown,urban,42.88,-78.88,20.6,68.5,80.0
2022-07-03,Buffalo-Downtown,urban,42.88,-78.88,16.4,67.8,28.3
2022-07-04,Buffalo-Downtown,urban,42.88,-78.88,19.1,63.3,66.1
2022-07-05,Buffalo-Downtown,urban,42.88,-78.88,13.1,63.0,54.6
2022-07-06,Buffalo-Downtown,urban,42.88,-78.88,8.7,62.4,68.6
2022-07-07,Buffalo-Downtown,urban,42.88,-78.88,18.2,68.7,81.8
2022-07-08,Buffalo-Downtown,urban,42.88,-78.88,23.0,61.7,74.5
2022-07-09,Buffalo-Downtown,urban,42.88,-78.88,13.2,69.6,69.8
2022-07-10,Buffalo-Downtown,urban,42.88,-78.88,16.0,67.7,85.8
2022-07-11,Buffalo-Downtown,urban,42.88,-78.88,19.4,76.6,75.9
2022-07-12,Buffalo-Downtown,urban,42.88,-78.88,24.5,66.3,37.8
2022-07-13,Buffalo-Downtown,urban,42.88,-78.88,9.4,68.6,82.6
2022-07-14,Buffalo-Downtown,urban,42.88,-78.88,12.0,65.6,56.2
2022-07-15,Buffalo-Downtown,urban,42.88,-78.88,13.9,62.9,39.3
2022-07-16,Buffalo-Downtown,urban,42.88,-78.88,21.2,68.5,69.9
2022-07-17,Buffalo-Downtown,urban,42.88,-78.88,21.0,65.8,80.4
2022-07-18,Buffalo-Downtown,urban,42.88,-78.88,16.9,70.8,78.3
2022-07-19,Buffalo-Downtown,urban,42.88,-78.88,16.8,51.6,51.3
2022-07-20,Buffalo-Downtown,urban,42.88,-78.88,11.8,53.6,73.6
2022-07-21,Buffalo-Downtown,urban,42.88,-78.88,8.9,60.7,54.8
2022-07-22,Buffalo-Downtown,urban,42.88,-78.88,,65.5,57.5
2022-07-23,Buffalo-Downtown,urban,42.88,-78.88,14.5,69.4,57.9
2022-07-24,Buffalo-Downtown,urban,42.88,-78.88,12.9,52.0,100.0
2022-07-25,Buffalo-Downtown,urban,42.88,-78.88,14.2,57.4,67.9
2022-07-26,Buffalo-Downtown,urban,42.88,-78.88,15.3,67.8,64.5
2022-07-27,Buffalo-Downtown,urban,42.88,-78.88,13.7,61.2,40.5
2022-07-28,Buffalo-Downtown,urban,42.88,-78.88,15.3,73.9,81.6
2022-07-29,Buffalo-Downtown,urban,42.88,-78.88,,63.2,58.0
2022-07-30,Buffalo-Downtown,urban,42.88,-78.88,15.3,72.0,66.2
2022-07-31,Buffalo-Downtown,urban,42.88,-78.88,13.0,55.6,75.7
2022-08-01,Buffalo-Downtown,urban,42.88,-78.88,14.3,58.1,55.4
2022-08-02,Buffalo-Downtown,urban,42.88,-78.88,16.4,64.4,89.6
2022-08-03,Buffalo-Downtown,urban,42.88,-78.88,16.5,64.3,71.6
2022-08-04,Buffalo-Downtown,urban,42.88,-78.88,13.5,62.4,79.9
2022-08-05,Buffalo-Downtown,urban,42.88,-78.88,9.6,57.8,43.5
2022-08-06,Buffalo-Downtown,urban,42.88,-78.88,37.5,53.7,85.6
2022-08-07,Buffalo-Downtown,urban,42.88,-78.88,15.5,60.5,60.4
2022-08-08,Buffalo-Downtown,urban,42.88,-78.88,10.5,57.4,48.6
2022-08-09,Buffalo-Downtown,urban,42.88,-78.88,14.9,64.0,53.8
2022-08-10,Buffalo-Downtown,urban,42.88,-78.88,10.7,58.6,62.3
2022-08-11,Buffalo-Downtown,urban,42.88,-78.88,,63.3,54.7
2022-08-12,Buffalo-Downtown,urban,42.88,-78.88,12.9,54.6,43.2
2022-08-13,Buffalo-Downtown,urban,42.88,-78.88,17.6,57.7,84.7
2022-08-14,Buffalo-Downtown,urban,42.88,-78.88,9.7,61.1,66.5
2022-08-15,Buffalo-Downtown,urban,42.88,-78.88,17.3,66.5,50.1
2022-08-16,Buffalo-Downtown,urban,42.88,-78.88,20.7,53.8,59.2
2022-08-17,Buffalo-Downtown,urban,42.88,-78.88,14.5,55.2,57.5
2022-08-18,Buffalo-Downtown,urban,42.88,-78.88,14.3,51.2,63.9
2022-08-19,Buffalo-Downtown,urban,42.88,-78.88,9.6,53.1,62.0
2022-08-20,Buffalo-Downtown,urban,42.88,-78.88,9.0,57.3,67.7
2022-08-21,Buffalo-Downtown,urban,42.88,-78.88,23.0,53.8,73.5
2022-08-22,Buffalo-Downtown,urban,42.88,-78.88,11.2,54.1,68.1
2022-08-23,Buffalo-Downtown,urban,42.88,-78.88,11.4,49.9,41.1
2022-08-24,Buffalo-Downtown,urban,42.88,-78.88,15.9,55.9,68.3
2022-08-25,Buffalo-Downtown,urban,42.88,-78.88,6.9,49.9,61.6
2022-08-26,Buffalo-Downtown,urban,42.88,-78.88,12.9,56.0,31.3
2022-08-27,Buffalo-Downtown,urban,42.88,-78.88,9.6,47.6,82.9
2022-08-28,Buffalo-Downtown,urban,42.88,-78.88,13.9,54.8,67.3
2022-08-29,Buffalo-Downtown,urban,42.88,-78.88,16.1,42.4,87.1
2022-08-30,Buffalo-Downtown,urban,42.88,-78.88,8.0,55.5,82.3
2022-08-31,Buffalo-Downtown,urban,42.88,-78.88,15.6,47.2,92.3
2022-09-01,Buffalo-Downtown,urban,42.88,-78.88,13.4,43.3,49.4
2022-09-02,Buffalo-Downtown,urban,42.88,-78.88,10.5,60.9,49.5
2022-09-03,Buffalo-Downtown,urban,42.88,-78.88,13.1,44.0,62.4
2022-09-04,Buffalo-Downtown,urban,42.88,-78.88,11.3,38.0,58.0
2022-09-05,Buffalo-Downtown,urban,42.88,-78.88,8.5,54.5,67.5
2022-09-06,Buffalo-Downtown,urban,42.88,-78.88,13.9,54.2,73.6
2022-09-07,Buffalo-Downtown,urban,42.88,-78.88,8.7,51.5,47.9
2022-09-08,Buffalo-Downtown,urban,42.88,-78.88,7.8,46.5,87.6
2022-09-09,Buffalo-Downtown,urban,42.88,-78.88,10.5,49.6,84.5
2022-09-10,Buffalo-Downtown,urban,42.88,-78.88,10.7,49.9,49.1
2022-09-11,Buffalo-Downtown,urban,42.88,-78.88,13.8,44.2,46.0
2022-09-12,Buffalo-Downtown,urban,42.88,-78.88,8.1,40.6,75.8
2022-09-13,Buffalo-Downtown,urban,42.88,-78.88,,44.4,72.3
2022-09-14,Buffalo-Downtown,urban,42.88,-78.88,12.4,45.7,59.0
2022-09-15,Buffalo-Downtown,urban,42.88,-78.88,,47.9,59.3
2022-09-16,Buffalo-Downtown,urban,42.88,-78.88,10.6,40.1,83.0
2022-09-17,Buffalo-Downtown,urban,42.88,-78.88,14.9,37.9,44.0
2022-09-18,Buffalo-Downtown,urban,42.88,-78.88,11.2,37.5,72.0
2022-09-19,Buffalo-Downtown,urban,42.88,-78.88,11.3,44.1,84.1
2022-09-20,Buffalo-Downtown,urban,42.88,-78.88,13.7,42.5,100.0
2022-09-21,Buffalo-Downtown,urban,42.88,-78.88,11.2,44.6,51.5
2022-09-22,Buffalo-Downtown,urban,42.88,-78.88,12.3,44.1,67.7
2022-09-23,Buffalo-Downtown,urban,42.88,-78.88,17.9,38.3,67.4
2022-09-24,Buffalo-Downtown,urban,42.88,-78.88,11.5,36.0,62.0
2022-09-25,Buffalo-Downtown,urban,42.88,-78.88,9.8,39.1,74.4
2022-09-26,Buffalo-Downtown,urban,42.88,-78.88,9.5,52.9,71.2
2022-09-27,Buffalo-Downtown,urban,42.88,-78.88,15.9,29.6,73.5
2022-09-28,Buffalo-Downtown,urban,42.88,-78.88,10.5,31.6,70.4
2022-09-29,Buffalo-Downtown,urban,42.88,-78.88,12.5,38.2,75.4
2022-09-30,Buffalo-Downtown,urban,42.88,-78.88,8.6,41.2,83.2
2022-10-01,Buffalo-Downtown,urban,42.88,-78.88,8.0,24.6,74.4
2022-10-02,Buffalo-Downtown,urban,42.88,-78.88,11.4,39.5,71.1
2022-10-03,Buffalo-Downtown,urban,42.88,-78.88,3.9,31.3,69.4
2022-10-04,Buffalo-Downtown,urban,42.88,-78.88,13.9,37.4,46.2
2022-10-05,Buffalo-Downtown,urban,42.88,-78.88,6.5,38.3,75.9
2022-10-06,Buffalo-Downtown,urban,42.88,-78.88,5.1,32.8,55.6
2022-10-07,Buffalo-Downtown,urban,42.88,-78.88,11.2,21.7,56.0
2022-10-08,Buffalo-Downtown,urban,42.88,-78.88,,36.0,18.6
2022-10-09,Buffalo-Downtown,urban,42.88,-78.88,9.2,33.6,67.7
2022-10-10,Buffalo-Downtown,urban,42.88,-78.88,18.2,28.8,58.4
2022-10-11,Buffalo-Downtown,urban,42.88,-78.88,10.5,22.8,69.2
2022-10-12,Buffalo-Downtown,urban,42.88,-78.88,10.8,34.1,55.8
2022-10-13,Buffalo-Downtown,urban,42.88,-78.88,8.0,36.3,34.8
2022-10-14,Buffalo-Downtown,urban,42.88,-78.88,9.3,27.2,82.3
2022-10-15,Buffalo-Downtown,urban,42.88,-78.88,8.3,31.8,59.8
2022-10-16,Buffalo-Downtown,urban,42.88,-78.88,9.2,22.3,57.2
2022-10-17,Buffalo-Downtown,urban,42.88,-78.88,9.7,25.0,78.0
2022-10-18,Buffalo-Downtown,urban,42.88,-78.88,8.0,21.2,40.8
2022-10-19,Buffalo-Downtown,urban,42.88,-78.88,10.7,21.2,40.1
2022-10-20,Buffalo-Downtown,urban,42.88,-78.88,19.6,20.3,61.5
2022-10-21,Buffalo-Downtown,urban,42.88,-78.88,6.8,27.9,91.2
2022-10-22,Buffalo-Downtown,urban,42.88,-78.88,15.5,32.0,75.0
2022-10-23,Buffalo-Downtown,urban,42.88,-78.88,6.9,32.7,53.3
2022-10-24,Buffalo-Downtown,urban,42.88,-78.88,10.6,29.0,55.5
2022-10-25,Buffalo-Downtown,urban,42.88,-78.88,12.9,6.3,94.6
2022-10-26,Buffalo-Downtown,urban,42.88,-78.88,10.7,28.1,45.0
2022-10-27,Buffalo-Downtown,urban,42.88,-78.88,19.5,27.6,63.6
2022-10-28,Buffalo-Downtown,urban,42.88,-78.88,7.7,30.1,52.5
2022-10-29,Buffalo-Downtown,urban,42.88,-78.88,9.1,20.7,77.4
2022-10-30,Buffalo-Downtown,urban,42.88,-78.88,11.8,21.9,62.7
2022-10-31,Buffalo-Downtown,urban,42.88,-78.88,15.4,20.4,56.0
2022-11-01,Buffalo-Downtown,urban,42.88,-78.88,10.5,31.2,68.3
2022-11-02,Buffalo-Downtown,urban,42.88,-78.88,8.8,25.8,77.3
2022-11-03,Buffalo-Downtown,urban,42.88,-78.88,9.1,8.7,79.0
2022-11-04,Buffalo-Downtown,urban,42.88,-78.88,14.8,24.9,60.8
2022-11-05,Buffalo-Downtown,urban,42.88,-78.88,9.9,18.9,54.3
2022-11-06,Buffalo-Downtown,urban,42.88,-78.88,12.1,23.3,75.1
2022-11-07,Buffalo-Downtown,urban,42.88,-78.88,8.1,14.0,73.3
2022-11-08,Buffalo-Downtown,urban,42.88,-78.88,7.0,3.4,68.2
2022-11-09,Buffalo-Downtown,urban,42.88,-78.88,6.1,15.7,71.4
2022-11-10,Buffalo-Downtown,urban,42.88,-78.88,9.1,20.1,82.8
2022-11-11,Buffalo-Downtown,urban,42.88,-78.88,6.9,22.8,94.2
2022-11-12,Buffalo-Downtown,urban,42.88,-78.88,11.3,20.5,64.6
2022-11-13,Buffalo-Downtown,urban,42.88,-78.88,17.8,25.2,49.0
2022-11-14,Buffalo-Downtown,urban,42.88,-78.88,9.7,24.2,83.7
2022-11-15,Buffalo-Downtown,urban,42.88,-78.88,11.3,28.2,57.8
2022-11-16,Buffalo-Downtown,urban,42.88,-78.88,12.6,-2.1,68.2
2022-11-17,Buffalo-Downtown,urban,42.88,-78.88,9.6,13.2,51.6
2022-11-18,Buffalo-Downtown,urban,42.88,-78.88,12.5,25.9,78.3
2022-11-19,Buffalo-Downtown,urban,42.88,-78.88,9.7,18.0,53.6
2022-11-20,Buffalo-Downtown,urban,42.88,-78.88,,15.0,49.4
2022-11-21,Buffalo-Downtown,urban,42.88,-78.88,5.4,17.2,22.2
2022-11-22,Buffalo-Downtown,urban,42.88,-78.88,9.0,15.0,96.5
2022-11-23,Buffalo-Downtown,urban,42.88,-78.88,9.9,0.0,93.9
2022-11-24,Buffalo-Downtown,urban,42.88,-78.88,11.0,18.6,31.7
2022-11-25,Buffalo-Downtown,urban,42.88,-78.88,11.0,17.9,66.2
2022-11-26,Buffalo-Downtown,urban,42.88,-78.88,10.9,16.0,65.7
2022-11-27,Buffalo-Downtown,urban,42.88,-78.88,6.2,20.6,60.4
2022-11-28,Buffalo-Downtown,urban,42.88,-78.88,12.2,15.3,59.7
2022-11-29,Buffalo-Downtown,urban,42.88,-78.88,10.6,24.9,71.1
2022-11-30,Buffalo-Downtown,urban,42.88,-78.88,,4.9,76.7
2022-12-01,Buffalo-Downtown,urban,42.88,-78.88,7.7,12.7,68.7
2022-12-02,Buffalo-Downtown,urban,42.88,-78.88,13.5,14.2,55.8
2022-12-03,Buffalo-Downtown,urban,42.88,-78.88,8.7,18.5,100.0
2022-12-04,Buffalo-Downtown,urban,42.88,-78.88,8.8,13.3,61.8
2022-12-05,Buffalo-Downtown,urban,42.88,-78.88,9.0,16.4,36.0
2022-12-06,Buffalo-Downtown,urban,42.88,-78.88,11.6,12.7,86.1
2022-12-07,Buffalo-Downtown,urban,42.88,-78.88,20.2,10.4,52.2
2022-12-08,Buffalo-Downtown,urban,42.88,-78.88,6.7,14.5,39.3
2022-12-09,Buffalo-Downtown,urban,42.88,-78.88,4.3,13.9,65.4
