SERIALNO,PUMA,AGEP,SEX,SCHL,OCCP_GROUP,PINCP,PINCP_RAW,PWGTP,MAR,WKHP,ENG
286303,NYC-Brooklyn,47,1,21,N/A,0.0,0.0,88,1,0.0,Very well
465994,NYC-Queens,31,2,16,Unemployed,0.0,0.0,46,-1,0.0,N/A (only English)
805642,NYC-Queens,62,2,21,Healthcare,73300.0,73300.0,98,2,31.0,N/A (only English)
477274,NYC-Queens,29,1,22,Computer/Math,55500.0,55500.0,57,1,35.0,N/A (only English)
299163,Western NY,52,1,16,Management,23700.0,23700.0,14,5,39.0,N/A (only English)
597177,Long Island,33,2,19,Transportation,25000.0,25000.0,24,1,40.0,N/A (only English)
192217,NYC-Staten Island,81,2,16,Office/Admin,27600.0,27600.0,16,5,49.0,N/A (only English)
942349,NYC-Brooklyn,18,1,16,Unemployed,0.0,0.0,109,1,0.0,N/A (only English)
984103,Capital Region,29,1,23,Education,49300.0,49300.0,41,1,34.0,Very well
497637,North Country,32,1,18,N/A,0.0,0.0,155,3,0.0,Very well
396635,Capital Region,43,2,17,Production,26600.0,26600.0,15,1,41.0,N/A (only English)
568217,NYC-Manhattan,32,1,21,N/A,0.0,0.0,36,5,0.0,N/A (only English)
734471,Long Island,48,1,16,Sales,33800.0,33800.0,14,5,36.0,Very well
435487,NYC-Manhattan,74,2,16,Healthcare,50800.0,50800.0,97,1,44.0,N/A (only English)
563921,NYC-Brooklyn,62,2,20,Production,44900.0,44900.0,84,5,28.0,Well
964223,NYC-Manhattan,53,2,18,Production,25700.0,25700.0,138,5,33.0,N/A (only English)
844411,NYC-Staten Island,22,1,16,Food/Serving,23500.0,23500.0,31,5,42.0,Well
718277,Long Island,61,1,12,Production,11100.0,11100.0,47,2,41.0,Well
943013,NYC-Manhattan,27,1,20,Office/Admin,62400.0,62400.0,39,5,41.0,N/A (only English)
273513,NYC-Queens,68,2,22,Management,71500.0,71500.0,122,5,50.0,N/A (only English)
222252,NYC-Queens,33,2,22,Healthcare,74200.0,74200.0,75,1,25.0,Not well
269677,NYC-Queens,43,1,16,Unemployed,0.0,0.0,21,5,0.0,Very well
994944,NYC-Manhattan,39,1,21,Healthcare,61800.0,61800.0,50,5,28.0,N/A (only English)
109119,NYC-Queens,73,2,23,Office/Admin,73300.0,73300.0,16,5,41.0,N/A (only English)
414960,Westchester,24,2,18,Management,69100.0,69100.0,18,3,46.0,N/A (only English)
236016,NYC-Manhattan,52,1,-1,N/A,0.0,0.0,28,5,0.0,N/A (only English)
152260,NYC-Manhattan,26,2,24,Sales,,46400.0,37,1,42.0,N/A (only English)
571808,NYC-Queens,62,2,16,Unemployed,0.0,0.0,46,5,0.0,N/A (only English)
481426,Western NY,77,2,16,Office/Admin,23000.0,23000.0,22,5,56.0,N/A (only English)
374048,Long Island,44,2,16,Sales,21600.0,21600.0,35,3,31.0,N/A (only English)
143062,Long Island,48,2,16,Construction,36900.0,36900.0,32,5,40.0,N/A (only English)
307511,NYC-Queens,78,2,-1,N/A,0.0,0.0,66,5,0.0,N/A (only English)
817651,NYC-Staten Island,50,2,-1,N/A,0.0,0.0,25,5,0.0,N/A (only English)
421256,NYC-Manhattan,47,1,12,Unemployed,0.0,0.0,57,5,0.0,Very well
304518,Long Island,53,1,21,Management,79900.0,79900.0,67,5,40.0,N/A (only English)
136106,Western NY,61,2,20,Sales,29400.0,29400.0,17,1,41.0,Well
935288,Long Island,23,2,18,Healthcare,28700.0,28700.0,42,-1,40.0,N/A (only English)
476273,Central NY,70,2,21,Healthcare,42400.0,42400.0,26,5,33.0,Very well
606633,Long Island,44,1,-1,N/A,0.0,0.0,50,1,0.0,Well
277204,NYC-Manhattan,21,2,16,Office/Admin,36900.0,36900.0,64,1,40.0,N/A (only English)
174415,Western NY,68,1,16,Unemployed,0.0,0.0,36,-1,0.0,Very well
232121,NYC-Manhattan,41,2,9,Office/Admin,,16300.0,74,5,38.0,Well
172062,NYC-Bronx,23,1,17,Office/Admin,17900.0,17900.0,80,1,38.0,Well
182513,NYC-Manhattan,57,1,17,Unemployed,0.0,0.0,71,3,0.0,N/A (only English)
738689,NYC-Manhattan,75,1,19,Sales,25900.0,25900.0,29,2,45.0,N/A (only English)
702708,NYC-Queens,75,2,20,Construction,34900.0,34900.0,27,-1,54.0,N/A (only English)
980831,NYC-Brooklyn,81,1,22,Sales,48700.0,48700.0,44,3,24.0,N/A (only English)
672712,NYC-Bronx,74,1,18,Sales,62100.0,62100.0,138,3,46.0,N/A (only English)
890312,NYC-Staten Island,16,1,17,N/A,0.0,0.0,49,5,0.0,Very well
528153,NYC-Manhattan,41,1,22,Management,138900.0,138900.0,65,2,44.0,N/A (only English)
785432,NYC-Manhattan,70,2,22,Healthcare,88800.0,88800.0,16,1,32.0,N/A (only English)
720203,NYC-Bronx,40,1,16,Sales,41400.0,41400.0,61,5,34.0,Very well
955376,NYC-Queens,55,1,16,Food/Serving,18200.0,18200.0,57,5,43.0,N/A (only English)
117480,Long Island,55,2,22,N/A,0.0,0.0,8,1,0.0,Very well
639178,Long Island,40,2,15,Construction,11300.0,11300.0,38,5,37.0,Well
709942,Capital Region,77,2,17,Production,17100.0,17100.0,6,3,37.0,N/A (only English)
397432,Long Island,48,2,19,Education,33800.0,33800.0,23,1,32.0,Very well
474186,NYC-Queens,46,2,16,Unemployed,0.0,0.0,99,1,0.0,Very well
482041,Long Island,84,1,16,Production,26900.0,26900.0,35,1,32.0,Very well
888468,NYC-Brooklyn,48,2,18,Production,16200.0,16200.0,41,1,30.0,Very well
152501,NYC-Brooklyn,28,2,21,Computer/Math,44700.0,44700.0,39,1,36.0,Very well
561296,Westchester,49,2,22,Healthcare,31600.0,31600.0,26,1,36.0,N/A (only English)
598961,NYC-Queens,70,2,-1,N/A,0.0,0.0,60,5,0.0,Well
321630,Capital Region,67,2,15,Transportation,9900.0,9900.0,8,5,39.0,N/A (only English)
698592,Capital Region,68,1,16,Production,28000.0,28000.0,44,5,31.0,N/A (only English)
319661,Central NY,62,1,22,Office/Admin,85800.0,85800.0,8,1,42.0,N/A (only English)
439762,Western NY,33,2,20,Business/Financial,18000.0,18000.0,5,1,34.0,Very well
609167,NYC-Queens,73,2,17,Unemployed,0.0,0.0,98,3,0.0,N/A (only English)
565678,NYC-Brooklyn,76,1,16,Unemployed,0.0,0.0,42,1,0.0,N/A (only English)
469261,NYC-Staten Island,29,2,16,Office/Admin,15600.0,15600.0,56,5,42.0,Well
110896,NYC-Queens,25,2,19,Education,21800.0,21800.0,80,4,31.0,N/A (only English)
342512,NYC-Staten Island,82,1,16,Production,35700.0,35700.0,35,5,51.0,N/A (only English)
747142,Long Island,74,2,-1,N/A,0.0,0.0,35,1,0.0,N/A (only English)
703610,Long Island,76,2,16,Office/Admin,35200.0,35200.0,45,2,42.0,N/A (only English)
714203,NYC-Queens,75,1,-1,N/A,0.0,0.0,146,3,0.0,Very well
189836,NYC-Brooklyn,51,2,22,Office/Admin,72000.0,72000.0,40,1,43.0,Well
271663,NYC-Queens,58,1,18,Production,29700.0,29700.0,41,5,36.0,N/A (only English)
971232,NYC-Manhattan,51,1,21,Management,63200.0,63200.0,76,1,44.0,N/A (only English)
712983,Central NY,19,1,21,Education,29900.0,29900.0,23,5,28.0,Not well
928302,NYC-Queens,65,2,16,Office/Admin,49700.0,49700.0,50,1,30.0,N/A (only English)
223333,NYC-Brooklyn,49,1,17,Unemployed,0.0,0.0,141,5,0.0,Well
739391,NYC-Manhattan,58,1,20,Food/Serving,,48100.0,19,1,35.0,N/A (only English)
438724,Long Island,48,2,21,Management,80200.0,80200.0,16,3,51.0,N/A (only English)
468719,Long Island,48,1,20,Unemployed,0.0,0.0,14,1,0.0,N/A (only English)
236069,NYC-Queens,28,2,19,Healthcare,31700.0,31700.0,112,1,44.0,N/A (only English)
176407,NYC-Manhattan,35,2,19,Construction,20100.0,20100.0,74,5,21.0,N/A (only English)
658090,NYC-Queens,27,2,20,Food/Serving,14700.0,14700.0,23,5,30.0,Very well
724330,NYC-Brooklyn,29,2,19,Office/Admin,20900.0,20900.0,50,5,36.0,N/A (only English)
922730,Long Island,82,1,20,Construction,38200.0,38200.0,32,3,46.0,Not at all
885746,NYC-Staten Island,26,1,24,Computer/Math,139300.0,139300.0,14,-1,42.0,N/A (only English)
689504,NYC-Queens,34,2,21,N/A,0.0,0.0,61,1,0.0,Very well
462569,NYC-Brooklyn,54,2,21,Management,114400.0,114400.0,26,1,22.0,N/A (only English)
974885,Mohawk Valley,55,1,21,Computer/Math,93000.0,93000.0,32,-1,32.0,N/A (only English)
150462,NYC-Queens,26,2,21,Computer/Math,35100.0,35100.0,27,-1,45.0,N/A (only English)
794287,Long Island,68,2,21,Education,38800.0,38800.0,36,5,38.0,N/A (only English)
354053,NYC-Manhattan,68,2,9,Office/Admin,,9800.0,118,1,38.0,N/A (only English)
885732,NYC-Bronx,32,2,-1,N/A,0.0,0.0,97,1,0.0,N/A (only English)
726220,NYC-Manhattan,35,2,9,Food/Serving,9200.0,9200.0,74,4,45.0,N/A (only English)
598665,NYC-Bronx,79,2,18,Unemployed,0.0,0.0,51,5,0.0,N/A (only English)
101034,North Country,71,2,16,Sales,9300.0,9300.0,7,1,35.0,N/A (only English)
817828,NYC-Queens,61,1,15,Sales,23400.0,23400.0,41,5,42.0,N/A (only English)
299819,NYC-Manhattan,21,2,22,Computer/Math,91300.0,91300.0,47,1,51.0,Very well
784237,NYC-Manhattan,43,2,19,Food/Serving,25200.0,25200.0,45,5,39.0,N/A (only English)
501801,NYC-Queens,52,2,22,Management,93300.0,93300.0,21,4,34.0,Well
669346,NYC-Brooklyn,29,2,16,Healthcare,20200.0,20200.0,70,-1,34.0,N/A (only English)
362483,NYC-Manhattan,45,1,16,Healthcare,54000.0,54000.0,26,5,31.0,N/A (only English)
841517,Westchester,55,2,16,Education,31700.0,31700.0,71,3,21.0,N/A (only English)
245241,NYC-Queens,38,2,21,Computer/Math,60100.0,60100.0,59,1,34.0,N/A (only English)
841170,NYC-Brooklyn,67,1,22,Education,70700.0,70700.0,98,4,41.0,N/A (only English)
520632,Western NY,72,1,19,Construction,28200.0,28200.0,39,1,37.0,N/A (only English)
428445,NYC-Manhattan,37,2,18,Management,32900.0,32900.0,189,5,50.0,N/A (only English)
161714,North Country,72,1,-1,N/A,0.0,0.0,22,1,0.0,Not well
532494,NYC-Brooklyn,23,1,16,Unemployed,0.0,0.0,43,5,0.0,N/A (only English)
449883,Central NY,71,1,20,Production,35700.0,35700.0,15,1,38.0,Very well
273492,NYC-Staten Island,26,2,18,N/A,0.0,0.0,133,1,0.0,N/A (only English)
421205,Capital Region,21,2,15,Office/Admin,12900.0,12900.0,7,1,43.0,N/A (only English)
762263,Mohawk Valley,58,1,16,Construction,16400.0,16400.0,10,5,25.0,Very well
184073,NYC-Brooklyn,46,2,9,Food/Serving,6800.0,6800.0,62,4,34.0,N/A (only English)
543973,North Country,77,2,23,Office/Admin,100400.0,100400.0,18,1,35.0,Not well
604389,NYC-Queens,40,1,21,Management,96200.0,96200.0,97,1,34.0,Well
249237,NYC-Queens,35,1,22,Business/Financial,63000.0,63000.0,24,2,51.0,Not well
788032,NYC-Queens,48,2,20,Office/Admin,48100.0,48100.0,52,1,23.0,N/A (only English)
180666,NYC-Bronx,45,1,21,Education,77700.0,77700.0,48,5,36.0,N/A (only English)
430581,NYC-Brooklyn,39,2,21,Healthcare,143400.0,143400.0,28,5,45.0,Not well
932656,NYC-Bronx,61,1,-1,N/A,0.0,0.0,92,1,0.0,N/A (only English)
801916,NYC-Bronx,66,1,15,Food/Serving,14800.0,14800.0,51,1,42.0,N/A (only English)
535351,Westchester,73,2,17,Sales,,35200.0,30,1,34.0,N/A (only English)
931777,Capital Region,82,1,21,Unemployed,0.0,0.0,11,5,0.0,N/A (only English)
704315,NYC-Queens,34,2,-1,N/A,0.0,0.0,43,5,0.0,N/A (only English)
648238,NYC-Brooklyn,63,1,-1,N/A,0.0,0.0,29,5,0.0,Well
823314,NYC-Brooklyn,42,1,21,Transportation,37100.0,37100.0,91,5,31.0,N/A (only English)
778197,NYC-Brooklyn,60,1,16,Office/Admin,49300.0,49300.0,101,1,45.0,N/A (only English)
862963,NYC-Manhattan,47,1,16,Office/Admin,42700.0,42700.0,149,-1,33.0,Very well
710648,NYC-Queens,84,1,-1,N/A,0.0,0.0,70,1,0.0,N/A (only English)
648678,NYC-Brooklyn,64,1,19,Healthcare,80600.0,80600.0,44,5,31.0,N/A (only English)
134792,North Country,81,2,16,Food/Serving,18400.0,18400.0,14,1,44.0,Well
228828,NYC-Bronx,71,2,-1,N/A,0.0,0.0,73,1,0.0,Very well
293414,NYC-Queens,77,1,15,Sales,20400.0,20400.0,61,3,39.0,Very well
661839,NYC-Staten Island,70,2,21,Healthcare,47100.0,47100.0,49,1,35.0,Not at all
522645,NYC-Manhattan,46,1,21,Sales,53600.0,53600.0,46,2,39.0,N/A (only English)
338077,NYC-Queens,33,1,15,Construction,10400.0,10400.0,110,2,40.0,Not well
749895,Long Island,40,2,17,Healthcare,23300.0,23300.0,26,5,37.0,Not at all
482971,NYC-Bronx,17,1,16,N/A,0.0,0.0,122,5,0.0,N/A (only English)
831387,NYC-Queens,50,2,21,Computer/Math,91200.0,91200.0,60,1,41.0,N/A (only English)
998293,Mohawk Valley,49,1,19,Healthcare,36800.0,36800.0,15,1,22.0,N/A (only English)
668489,Central NY,50,2,1,Production,8000.0,8000.0,11,5,36.0,N/A (only English)
290260,Long Island,82,2,-1,N/A,0.0,0.0,30,4,0.0,N/A (only English)
762892,NYC-Bronx,77,1,17,Healthcare,30100.0,30100.0,73,4,33.0,N/A (only English)
782261,Long Island,27,1,16,Office/Admin,10100.0,10100.0,27,-1,31.0,N/A (only English)
158332,NYC-Brooklyn,40,2,16,Construction,26600.0,26600.0,90,3,32.0,N/A (only English)
187253,NYC-Queens,44,2,16,Food/Serving,20500.0,20500.0,42,1,34.0,N/A (only English)
405329,NYC-Manhattan,40,1,-1,N/A,0.0,0.0,50,5,0.0,N/A (only English)
902082,NYC-Bronx,69,1,16,Business/Financial,29000.0,29000.0,25,5,38.0,N/A (only English)
942393,NYC-Bronx,50,1,18,Office/Admin,29300.0,29300.0,76,3,38.0,N/A (only English)
641832,NYC-Brooklyn,53,2,23,Management,9999999.0,248800.0,46,5,35.0,N/A (only English)
165351,North Country,73,2,21,Education,65700.0,65700.0,60,3,41.0,N/A (only English)
662407,Western NY,69,1,17,Transportation,14800.0,14800.0,32,3,42.0,N/A (only English)
723067,Long Island,25,1,24,Business/Financial,78500.0,78500.0,34,1,45.0,N/A (only English)
814616,NYC-Bronx,62,2,21,Healthcare,124400.0,124400.0,113,1,44.0,N/A (only English)
621555,Central NY,44,2,16,Unemployed,0.0,0.0,26,3,0.0,Well
261325,NYC-Manhattan,36,2,21,Healthcare,57900.0,57900.0,99,2,33.0,N/A (only English)
141550,Capital Region,19,1,-1,N/A,0.0,0.0,10,5,0.0,N/A (only English)
195617,NYC-Manhattan,47,2,20,N/A,0.0,0.0,72,1,0.0,N/A (only English)
518485,Capital Region,39,2,21,Management,51100.0,51100.0,28,1,38.0,N/A (only English)
442669,NYC-Brooklyn,33,1,-1,N/A,0.0,0.0,21,1,0.0,N/A (only English)
531148,Central NY,61,2,21,Food/Serving,43100.0,43100.0,57,5,39.0,N/A (only English)
380616,Western NY,66,2,15,Transportation,20200.0,20200.0,8,5,34.0,N/A (only English)
790890,NYC-Manhattan,32,2,16,Unemployed,0.0,0.0,25,5,0.0,Very well
162465,NYC-Queens,19,2,21,Management,58600.0,58600.0,9,1,32.0,N/A (only English)
924197,Mohawk Valley,72,1,16,Food/Serving,14700.0,14700.0,27,3,33.0,N/A (only English)
111994,NYC-Bronx,16,1,-1,N/A,0.0,0.0,20,5,0.0,N/A (only English)
574119,Central NY,79,1,18,Healthcare,40400.0,40400.0,13,5,48.0,Very well
725413,NYC-Staten Island,57,2,19,Unemployed,0.0,0.0,90,3,0.0,N/A (only English)
699783,NYC-Queens,37,1,21,Computer/Math,138800.0,138800.0,61,1,35.0,N/A (only English)
478349,NYC-Brooklyn,32,2,20,Unemployed,0.0,0.0,37,5,0.0,N/A (only English)
714609,NYC-Brooklyn,16,1,18,N/A,0.0,0.0,21,4,0.0,N/A (only English)
434136,Westchester,32,2,15,Sales,13300.0,13300.0,31,5,31.0,N/A (only English)
731579,NYC-Queens,25,2,21,Management,43800.0,43800.0,91,3,36.0,N/A (only English)
997237,NYC-Bronx,56,2,23,Business/Financial,196100.0,196100.0,83,1,44.0,Very well
969873,NYC-Bronx,27,2,21,Education,84900.0,84900.0,159,1,39.0,N/A (only English)
760687,NYC-Staten Island,50,2,18,Production,57000.0,57000.0,36,3,42.0,N/A (only English)
864585,Central NY,54,1,16,Sales,22400.0,22400.0,7,5,55.0,Very well
833991,Mohawk Valley,36,1,22,Unemployed,0.0,0.0,24,5,0.0,N/A (only English)
760232,NYC-Queens,18,1,-1,N/A,0.0,0.0,61,1,0.0,N/A (only English)
160706,Capital Region,18,2,18,Food/Serving,8000.0,8000.0,20,1,43.0,N/A (only English)
950430,Westchester,17,1,21,N/A,0.0,0.0,22,1,0.0,N/A (only English)
413859,NYC-Staten Island,64,2,18,Construction,21500.0,21500.0,11,5,43.0,N/A (only English)
749006,North Country,37,1,20,Transportation,28900.0,28900.0,9,1,57.0,Not well
893932,NYC-Brooklyn,68,2,22,Business/Financial,59100.0,59100.0,76,1,43.0,N/A (only English)
856682,NYC-Manhattan,44,2,15,Business/Financial,19900.0,19900.0,64,3,37.0,N/A (only English)
698542,Central NY,45,2,20,Sales,33900.0,33900.0,39,5,35.0,Very well
860172,NYC-Queens,49,2,16,Management,45300.0,45300.0,67,5,47.0,N/A (only English)
796866,Capital Region,62,1,17,Unemployed,0.0,0.0,33,1,0.0,N/A (only English)
395257,Central NY,34,1,21,N/A,0.0,0.0,34,1,0.0,N/A (only English)
599131,NYC-Manhattan,24,2,9,Production,4300.0,4300.0,55,1,28.0,N/A (only English)
779990,Central NY,52,1,21,Sales,91300.0,91300.0,20,3,23.0,Well
692495,NYC-Queens,38,2,16,Food/Serving,10900.0,10900.0,9,2,31.0,N/A (only English)
441031,NYC-Bronx,45,2,21,Management,,55500.0,36,2,46.0,Very well
494564,Long Island,58,2,16,Production,14100.0,14100.0,24,5,41.0,Well
403219,Western NY,48,1,21,Healthcare,54100.0,54100.0,18,5,36.0,Not at all
630018,NYC-Manhattan,56,2,21,Education,46400.0,46400.0,31,5,44.0,N/A (only English)
897500,NYC-Bronx,51,1,-1,N/A,0.0,0.0,95,5,0.0,Well
563243,Long Island,64,1,-1,N/A,0.0,0.0,21,1,0.0,N/A (only English)
478871,Long Island,62,1,16,Transportation,21600.0,21600.0,57,1,41.0,Very well
191429,Long Island,50,1,9,Office/Admin,6900.0,6900.0,20,5,39.0,N/A (only English)
761719,NYC-Manhattan,60,1,21,Management,106400.0,106400.0,38,5,40.0,N/A (only English)
963787,NYC-Brooklyn,74,1,21,Office/Admin,62000.0,62000.0,36,5,43.0,N/A (only English)
135022,NYC-Queens,44,2,9,Construction,33400.0,33400.0,40,5,42.0,N/A (only English)
311561,Capital Region,43,1,16,Production,25700.0,25700.0,45,5,35.0,Very well
385975,NYC-Brooklyn,66,2,21,Computer/Math,61700.0,61700.0,44,5,46.0,N/A (only English)
371327,NYC-Brooklyn,54,1,-1,N/A,0.0,0.0,45,1,0.0,N/A (only English)
447199,North Country,21,1,-1,N/A,0.0,0.0,11,1,0.0,N/A (only English)
173573,NYC-Manhattan,76,2,16,Food/Serving,11000.0,11000.0,46,3,32.0,N/A (only English)
651339,Mohawk Valley,18,2,18,Education,13000.0,13000.0,23,5,39.0,Well
578477,Long Island,65,1,12,Production,18800.0,18800.0,29,1,40.0,N/A (only English)
627333,Capital Region,66,1,19,Office/Admin,22400.0,22400.0,18,1,35.0,N/A (only English)
792356,NYC-Brooklyn,81,1,21,Computer/Math,86900.0,86900.0,100,-1,41.0,N/A (only English)
402179,NYC-Manhattan,19,1,22,Healthcare,114800.0,114800.0,64,3,41.0,Not well
918461,Westchester,55,2,20,Office/Admin,27500.0,27500.0,18,1,29.0,Not at all
307034,Capital Region,44,2,15,Food/Serving,5500.0,5500.0,18,1,38.0,N/A (only English)
413549,Westchester,38,1,18,Sales,39200.0,39200.0,25,5,53.0,Very well
791838,NYC-Manhattan,22,2,-1,N/A,0.0,0.0,74,5,0.0,Not well
238996,Westchester,52,1,16,Food/Serving,24100.0,24100.0,34,5,31.0,Well
878785,Westchester,47,2,16,Sales,13600.0,13600.0,58,4,44.0,N/A (only English)
725464,Long Island,23,2,21,Healthcare,48800.0,48800.0,22,-1,36.0,N/A (only English)
238483,Westchester,56,2,21,Management,52900.0,52900.0,30,1,48.0,N/A (only English)
224544,Capital Region,64,2,-1,N/A,0.0,0.0,9,3,0.0,N/A (only English)
474121,Long Island,66,2,18,Sales,31000.0,31000.0,32,1,32.0,N/A (only English)
821833,NYC-Manhattan,77,1,20,Sales,74800.0,74800.0,21,3,37.0,N/A (only English)
489028,NYC-Bronx,43,2,19,Food/Serving,18700.0,18700.0,66,2,52.0,Well
619450,NYC-Manhattan,81,1,-1,N/A,0.0,0.0,52,5,0.0,Very well
596055,NYC-Queens,74,1,22,N/A,0.0,0.0,59,2,0.0,N/A (only English)
689578,NYC-Queens,36,2,22,Management,,123300.0,87,5,39.0,N/A (only English)
466566,NYC-Manhattan,27,1,16,Construction,14800.0,14800.0,62,5,41.0,N/A (only English)
621419,NYC-Queens,44,2,22,Management,57800.0,57800.0,25,1,44.0,Very well
248102,NYC-Manhattan,42,2,19,Production,49600.0,49600.0,39,-1,23.0,Well
704436,Capital Region,53,2,9,Unemployed,0.0,0.0,18,5,0.0,N/A (only English)
237128,Western NY,54,2,12,Office/Admin,13900.0,13900.0,15,5,40.0,N/A (only English)
421124,NYC-Manhattan,65,1,21,Office/Admin,75700.0,75700.0,48,1,28.0,Not well
252032,North Country,49,2,17,Food/Serving,23600.0,23600.0,62,5,41.0,N/A (only English)
414932,NYC-Bronx,23,1,23,Management,90200.0,90200.0,57,1,41.0,N/A (only English)
131546,NYC-Brooklyn,73,2,21,Business/Financial,86100.0,86100.0,68,1,32.0,N/A (only English)
835390,NYC-Manhattan,37,2,9,Sales,15900.0,15900.0,16,1,29.0,N/A (only English)
341421,NYC-Bronx,82,2,21,Computer/Math,41900.0,41900.0,85,2,39.0,N/A (only English)
396670,Capital Region,24,2,16,Sales,22400.0,22400.0,147,5,54.0,N/A (only English)
970459,Long Island,81,2,18,Sales,37900.0,37900.0,64,5,48.0,N/A (only English)
479442,NYC-Manhattan,22,1,21,Food/Serving,17500.0,17500.0,41,1,40.0,N/A (only English)
658237,NYC-Manhattan,31,1,23,Business/Financial,126400.0,126400.0,214,5,44.0,N/A (only English)
943972,NYC-Queens,19,1,19,Management,27400.0,27400.0,55,3,44.0,N/A (only English)
885920,NYC-Brooklyn,62,2,22,Healthcare,158400.0,158400.0,65,1,33.0,N/A (only English)
688156,NYC-Brooklyn,72,2,22,Computer/Math,55600.0,55600.0,46,1,35.0,N/A (only English)
408887,NYC-Brooklyn,44,2,18,Business/Financial,130600.0,130600.0,45,5,46.0,N/A (only English)
170552,Capital Region,79,2,20,Healthcare,,32700.0,4,5,33.0,N/A (only English)
584254,Western NY,54,2,21,Healthcare,77700.0,77700.0,34,1,47.0,Very well
970345,NYC-Queens,57,1,9,Food/Serving,21300.0,21300.0,45,1,28.0,N/A (only English)
263123,Western NY,72,1,24,Transportation,67700.0,67700.0,17,1,31.0,N/A (only English)
204848,NYC-Brooklyn,36,1,22,Management,103900.0,103900.0,64,5,50.0,N/A (only English)
153467,NYC-Bronx,39,2,16,Management,28200.0,28200.0,42,5,38.0,Well
442742,NYC-Brooklyn,77,1,-1,N/A,0.0,0.0,63,5,0.0,N/A (only English)
942224,Long Island,76,2,16,Sales,16100.0,16100.0,60,1,36.0,Very well
390642,North Country,83,2,-1,N/A,0.0,0.0,26,3,0.0,Very well
114054,NYC-Staten Island,76,1,16,N/A,0.0,0.0,49,-1,0.0,N/A (only English)
634675,NYC-Queens,25,1,22,Education,63500.0,63500.0,50,5,42.0,N/A (only English)
991916,Long Island,70,1,19,Sales,30100.0,30100.0,36,-1,45.0,N/A (only English)
336653,NYC-Manhattan,43,1,21,Management,80400.0,80400.0,33,5,44.0,Well
220907,Central NY,84,2,16,Office/Admin,13900.0,13900.0,23,3,39.0,N/A (only English)
162380,NYC-Bronx,47,1,16,Food/Serving,28200.0,28200.0,82,5,43.0,N/A (only English)
450862,NYC-Queens,52,2,15,Transportation,15100.0,15100.0,57,5,40.0,N/A (only English)
351901,NYC-Staten Island,50,2,23,Education,103900.0,103900.0,42,1,45.0,Very well
916067,Long Island,37,1,16,Food/Serving,24200.0,24200.0,28,5,57.0,N/A (only English)
151872,NYC-Manhattan,21,2,21,Management,,49000.0,80,5,44.0,N/A (only English)
626627,Long Island,76,2,22,Sales,40500.0,40500.0,19,5,31.0,N/A (only English)
802136,NYC-Brooklyn,69,2,24,Education,88900.0,88900.0,33,5,44.0,N/A (only English)
960052,Long Island,25,1,16,Production,19400.0,19400.0,14,4,36.0,N/A (only English)
593061,Capital Region,67,1,24,Business/Financial,,150500.0,20,5,42.0,N/A (only English)
801109,Capital Region,56,1,16,Construction,21600.0,21600.0,36,3,40.0,Not at all
449826,NYC-Bronx,43,1,21,Management,79000.0,79000.0,121,1,36.0,N/A (only English)
464443,NYC-Bronx,33,2,21,Business/Financial,42500.0,42500.0,138,1,37.0,Not well
680261,NYC-Manhattan,73,2,1,Transportation,9000.0,9000.0,36,4,21.0,N/A (only English)
964431,Westchester,62,2,16,Production,24400.0,24400.0,37,3,36.0,N/A (only English)
737835,NYC-Brooklyn,51,1,20,Sales,54400.0,54400.0,42,4,41.0,N/A (only English)
742782,NYC-Bronx,55,1,18,Production,47900.0,47900.0,146,1,37.0,N/A (only English)
179724,NYC-Brooklyn,22,2,-1,N/A,0.0,0.0,119,5,0.0,Well
751816,NYC-Manhattan,47,1,17,Construction,35700.0,35700.0,60,5,34.0,N/A (only English)
486454,Long Island,29,1,-1,N/A,0.0,0.0,24,5,0.0,N/A (only English)
987619,NYC-Manhattan,30,2,19,Sales,13200.0,13200.0,6,5,40.0,N/A (only English)
322884,Westchester,59,1,-1,N/A,0.0,0.0,16,5,0.0,N/A (only English)
889174,NYC-Brooklyn,77,2,21,Transportation,61600.0,61600.0,17,1,30.0,N/A (only English)
647642,NYC-Manhattan,42,1,22,Healthcare,108900.0,108900.0,22,1,30.0,N/A (only English)
458677,NYC-Bronx,30,2,15,Transportation,,14200.0,168,1,41.0,N/A (only English)
321610,NYC-Manhattan,58,2,21,Healthcare,48900.0,48900.0,25,5,41.0,Not at all
521816,NYC-Brooklyn,74,1,16,Sales,27400.0,27400.0,28,5,41.0,N/A (only English)
135019,Long Island,65,2,16,Production,13700.0,13700.0,20,3,35.0,N/A (only English)
490500,NYC-Manhattan,74,2,21,Business/Financial,75800.0,75800.0,259,5,48.0,N/A (only English)
182044,Capital Region,51,2,21,Management,56800.0,56800.0,19,1,32.0,N/A (only English)
591519,NYC-Manhattan,65,1,12,Unemployed,0.0,0.0,99,1,0.0,N/A (only English)
513621,NYC-Brooklyn,25,2,20,Production,16400.0,16400.0,60,1,35.0,N/A (only English)
827865,Westchester,39,1,20,Sales,20300.0,20300.0,12,1,42.0,N/A (only English)
242458,NYC-Brooklyn,41,2,15,Food/Serving,17800.0,17800.0,136,1,43.0,N/A (only English)
420605,NYC-Manhattan,49,2,20,Construction,35100.0,35100.0,69,-1,32.0,N/A (only English)
312246,NYC-Queens,79,2,21,Management,72100.0,72100.0,50,5,55.0,N/A (only English)
